2026-04-29 13:22:38 | INFO    | apscheduler.schedulers.base | Adding job tentatively -- it will be properly scheduled when the scheduler starts
2026-04-29 14:01:42 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:01:42 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - AlphaXTrader
2026-04-29 14:01:43 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:01:43 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - BetaMomentum
2026-04-29 14:01:44 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:01:44 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: volume_spike - BetaMomentum
2026-04-29 14:01:45 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:01:45 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - EtaVolMaster
2026-04-29 14:01:46 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:01:46 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - LambdaSurge
2026-04-29 14:01:47 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:01:47 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: dump - MuDump
2026-04-29 14:01:49 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:01:49 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - NuRocket
2026-04-29 14:01:50 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:01:50 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: dump - XiPlunge
2026-04-29 14:01:51 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:01:51 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - OmicronRise
2026-04-29 14:01:53 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:01:53 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: dump - DegenAgent50
2026-04-29 14:05:27 | INFO    | apscheduler.executors.base | Running job "PollingController.scheduled_scan (trigger: interval[0:05:00], next run at: 2026-04-29 06:10:26 UTC)" (scheduled at 2026-04-29 06:05:26.992432+00:00)
2026-04-29 14:05:27 | INFO    | scheduler.scheduler | 信号检测完成: 生成 10 条预警
2026-04-29 14:05:28 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:05:28 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - AlphaXTrader
2026-04-29 14:05:29 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:05:29 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - BetaMomentum
2026-04-29 14:05:30 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:05:30 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: volume_spike - BetaMomentum
2026-04-29 14:05:31 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:05:31 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - EtaVolMaster
2026-04-29 14:05:33 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:05:33 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - LambdaSurge
2026-04-29 14:05:34 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:05:34 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: dump - MuDump
2026-04-29 14:05:36 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:05:36 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - NuRocket
2026-04-29 14:05:37 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:05:37 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: dump - XiPlunge
2026-04-29 14:05:38 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:05:38 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - OmicronRise
2026-04-29 14:05:39 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:05:39 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: dump - DegenAgent50
2026-04-29 14:05:39 | INFO    | scheduler.scheduler | 飞书通知: 成功 10 / 总数 10
2026-04-29 14:05:39 | INFO    | apscheduler.executors.base | Job "PollingController.scheduled_scan (trigger: interval[0:05:00], next run at: 2026-04-29 06:10:26 UTC)" executed successfully
2026-04-29 14:10:26 | INFO    | apscheduler.executors.base | Running job "PollingController.scheduled_scan (trigger: interval[0:05:00], next run at: 2026-04-29 06:15:26 UTC)" (scheduled at 2026-04-29 06:10:26.992432+00:00)
2026-04-29 14:10:27 | INFO    | scheduler.scheduler | 信号检测完成: 生成 10 条预警
2026-04-29 14:10:28 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:10:28 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - AlphaXTrader
2026-04-29 14:10:29 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:10:29 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - BetaMomentum
2026-04-29 14:10:30 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:10:30 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: volume_spike - BetaMomentum
2026-04-29 14:10:31 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:10:31 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - EtaVolMaster
2026-04-29 14:10:32 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:10:32 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - LambdaSurge
2026-04-29 14:10:33 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:10:33 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: dump - MuDump
2026-04-29 14:10:34 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:10:34 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - NuRocket
2026-04-29 14:10:36 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:10:36 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: dump - XiPlunge
2026-04-29 14:10:37 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:10:37 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - OmicronRise
2026-04-29 14:10:38 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:10:38 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: dump - DegenAgent50
2026-04-29 14:10:38 | INFO    | scheduler.scheduler | 飞书通知: 成功 10 / 总数 10
2026-04-29 14:10:38 | INFO    | apscheduler.executors.base | Job "PollingController.scheduled_scan (trigger: interval[0:05:00], next run at: 2026-04-29 06:15:26 UTC)" executed successfully
2026-04-29 14:15:14 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:14 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - AlphaXTrader
2026-04-29 14:15:15 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:15 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - BetaMomentum
2026-04-29 14:15:17 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:17 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: volume_spike - BetaMomentum
2026-04-29 14:15:18 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:18 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - EtaVolMaster
2026-04-29 14:15:20 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:20 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - LambdaSurge
2026-04-29 14:15:21 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:21 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: dump - MuDump
2026-04-29 14:15:22 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:22 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - NuRocket
2026-04-29 14:15:24 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:24 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: dump - XiPlunge
2026-04-29 14:15:25 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:25 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - OmicronRise
2026-04-29 14:15:27 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:27 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: dump - DegenAgent50
2026-04-29 14:15:27 | INFO    | apscheduler.executors.base | Running job "PollingController.scheduled_scan (trigger: interval[0:05:00], next run at: 2026-04-29 06:20:26 UTC)" (scheduled at 2026-04-29 06:15:26.992432+00:00)
2026-04-29 14:15:27 | INFO    | scheduler.scheduler | 信号检测完成: 生成 10 条预警
2026-04-29 14:15:28 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:28 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - AlphaXTrader
2026-04-29 14:15:30 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:30 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - BetaMomentum
2026-04-29 14:15:31 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:31 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: volume_spike - BetaMomentum
2026-04-29 14:15:33 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:33 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - EtaVolMaster
2026-04-29 14:15:34 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:34 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - LambdaSurge
2026-04-29 14:15:35 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:35 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: dump - MuDump
2026-04-29 14:15:37 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:37 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - NuRocket
2026-04-29 14:15:38 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:38 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: dump - XiPlunge
2026-04-29 14:15:39 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:39 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - OmicronRise
2026-04-29 14:15:41 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:15:41 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: dump - DegenAgent50
2026-04-29 14:15:41 | INFO    | scheduler.scheduler | 飞书通知: 成功 10 / 总数 10
2026-04-29 14:15:41 | INFO    | apscheduler.executors.base | Job "PollingController.scheduled_scan (trigger: interval[0:05:00], next run at: 2026-04-29 06:20:26 UTC)" executed successfully
2026-04-29 14:20:27 | INFO    | apscheduler.executors.base | Running job "PollingController.scheduled_scan (trigger: interval[0:05:00], next run at: 2026-04-29 06:25:26 UTC)" (scheduled at 2026-04-29 06:20:26.992432+00:00)
2026-04-29 14:20:27 | INFO    | scheduler.scheduler | 信号检测完成: 生成 10 条预警
2026-04-29 14:20:28 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:20:28 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - AlphaXTrader
2026-04-29 14:20:30 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:20:30 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - BetaMomentum
2026-04-29 14:20:31 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:20:31 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: volume_spike - BetaMomentum
2026-04-29 14:20:33 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:20:33 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - EtaVolMaster
2026-04-29 14:20:34 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:20:34 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - LambdaSurge
2026-04-29 14:20:35 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:20:35 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: dump - MuDump
2026-04-29 14:20:37 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:20:37 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - NuRocket
2026-04-29 14:20:38 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:20:38 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: dump - XiPlunge
2026-04-29 14:20:39 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:20:39 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: surge - OmicronRise
2026-04-29 14:20:41 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
2026-04-29 14:20:41 | INFO    | notifiers.feishu_notifier | 飞书通知发送成功: dump - DegenAgent50
2026-04-29 14:20:41 | INFO    | scheduler.scheduler | 飞书通知: 成功 10 / 总数 10
2026-04-29 14:20:41 | INFO    | apscheduler.executors.base | Job "PollingController.scheduled_scan (trigger: interval[0:05:00], next run at: 2026-04-29 06:25:26 UTC)" executed successfully
2026-04-29 14:25:26 | INFO    | apscheduler.executors.base | Running job "PollingController.scheduled_scan (trigger: interval[0:05:00], next run at: 2026-04-29 06:30:26 UTC)" (scheduled at 2026-04-29 06:25:26.992432+00:00)
2026-04-29 14:25:27 | INFO    | scheduler.scheduler | 信号检测完成: 生成 10 条预警
2026-04-29 14:25:28 | INFO    | httpx._client | HTTP Request: POST https://open.feishu.cn/open-apis/bot/v2/hook/86c421f8-950c-4574-bae3-6f6ef20cd9e9 "HTTP/1.1 200 OK"
